timestamp,event_type,source,target,punk_id,punk_type
1498227649,Assign,0x0000000000000000000000000000000000000000,0xc352b534e8b987e036a93539fd6897f53488e56a,372,Ape
1498229849,Assign,0x0000000000000000000000000000000000000000,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,1021,Ape
1627818658,PunkTransfer,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,0x2f2f237d2e655cc0a6f6fef761e5aef13087e71f,1021,Ape
1498231506,Assign,0x0000000000000000000000000000000000000000,0xaac01287db710d7f8c7cfbaee833c8b8b3546c3e,2140,Ape
1500863332,PunkTransfer,0xaac01287db710d7f8c7cfbaee833c8b8b3546c3e,0x0cea5bd314d5f476f8b1613af143a922844c4ca6,2140,Ape
1613990570,PunkBought,0x0cea5bd314d5f476f8b1613af143a922844c4ca6,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,2140,Ape
1614646957,PunkBought,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0x49705967e4a9e3688a393e88eea088562c56ee1f,2140,Ape
1627670216,PunkBought,0x49705967e4a9e3688a393e88eea088562c56ee1f,0xd6a984153acb6c9e2d788f08c2465a1358bb89a7,2140,Ape
1498231682,Assign,0x0000000000000000000000000000000000000000,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,2243,Ape
1627818658,PunkTransfer,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,0x2f2f237d2e655cc0a6f6fef761e5aef13087e71f,2243,Ape
1498231971,Assign,0x0000000000000000000000000000000000000000,0x1e32a859d69dde58d03820f8f138c99b688d132f,2386,Ape
1500425096,PunkBought,0x1e32a859d69dde58d03820f8f138c99b688d132f,0x0000000000000000000000000000000000000000,2386,Ape
1587913375,PunkBought,0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,0x78f0269f5b1ca914c8c58993f41181f89e212b27,2386,Ape
1590081422,PunkBought,0x78f0269f5b1ca914c8c58993f41181f89e212b27,0xb268f20c03c39f00425db32c424fd5272220496e,2386,Ape
1600998362,PunkTransfer,0xb268f20c03c39f00425db32c424fd5272220496e,0xbc5dad3942aaebdb1229c9a31923493e15b7699b,2386,Ape
1600998432,PunkTransfer,0xbc5dad3942aaebdb1229c9a31923493e15b7699b,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,2386,Ape
1601077642,PunkTransfer,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xb268f20c03c39f00425db32c424fd5272220496e,2386,Ape
1601089958,PunkTransfer,0xb268f20c03c39f00425db32c424fd5272220496e,0xb62986dc13663827535e3f4f038c745a23ce3e67,2386,Ape
1498232184,Assign,0x0000000000000000000000000000000000000000,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,2491,Ape
1627818658,PunkTransfer,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,0x2f2f237d2e655cc0a6f6fef761e5aef13087e71f,2491,Ape
1498232184,Assign,0x0000000000000000000000000000000000000000,0x8321795bdace7428d4fadfa30c2ee8e727e491e5,2460,Ape
1616168589,PunkTransfer,0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0xb47a70df538b9a3b591bc5d75da66a04c879b291,2460,Ape
1498232757,Assign,0x0000000000000000000000000000000000000000,0x1e32a859d69dde58d03820f8f138c99b688d132f,2711,Ape
1499069157,PunkBought,0x1e32a859d69dde58d03820f8f138c99b688d132f,0x5f7190b7943858b7bdd24f069241612091c6a986,2711,Ape
1599889579,PunkTransfer,0x5f7190b7943858b7bdd24f069241612091c6a986,0x2d91aa773670cc1974f33361b4fce11cb9c49808,2711,Ape
1599889620,PunkTransfer,0x2d91aa773670cc1974f33361b4fce11cb9c49808,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,2711,Ape
1601869718,PunkTransfer,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x5f7190b7943858b7bdd24f069241612091c6a986,2711,Ape
1619327353,PunkTransfer,0x5f7190b7943858b7bdd24f069241612091c6a986,0x69021ae8769586d56791d29615959997c2012b99,2711,Ape
1498232917,Assign,0x0000000000000000000000000000000000000000,0x01486c3891761e93e5107890286abdc1834fc6d7,2924,Ape
1499816220,PunkBought,0x01486c3891761e93e5107890286abdc1834fc6d7,0xd8e80673419acfbf15bf8eb0239cda90f232051f,2924,Ape
1499918479,PunkBought,0xd8e80673419acfbf15bf8eb0239cda90f232051f,0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,2924,Ape
1605308076,PunkBought,0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,0x0000000000000000000000000000000000000000,2924,Ape
1605318947,PunkTransfer,0x51787a2c56d710c68140bdadefd3a98bff96feb4,0x1da5331994e781ab0e2af9f85bfce2037a514170,2924,Ape
1498234695,Assign,0x0000000000000000000000000000000000000000,0x63e776c2b49b46a2bbc00c31fb5073051b2d6172,4156,Ape
1504076215,PunkBought,0x63e776c2b49b46a2bbc00c31fb5073051b2d6172,0xb11d6a1ad3d9ae2800ceb55fbbc4ee2273b94cd8,4156,Ape
1513232011,PunkTransfer,0xb11d6a1ad3d9ae2800ceb55fbbc4ee2273b94cd8,0xc2ac3c875b2785b7654eb174fad174d718c8c07f,4156,Ape
1534097066,PunkBought,0xc2ac3c875b2785b7654eb174fad174d718c8c07f,0x0000000000000000000000000000000000000000,4156,Ape
1537216128,PunkBought,0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,0x9e199d8a3a39c9892b1c3ae348a382662dcbaa12,4156,Ape
1613665167,PunkBought,0x9e199d8a3a39c9892b1c3ae348a382662dcbaa12,0xf476cd75be8fdd197ae0b466a2ec2ae44da41897,4156,Ape
1498234695,Assign,0x0000000000000000000000000000000000000000,0x1e32a859d69dde58d03820f8f138c99b688d132f,4178,Ape
1499456041,PunkBought,0x1e32a859d69dde58d03820f8f138c99b688d132f,0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,4178,Ape
1587916047,PunkBought,0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,0x78f0269f5b1ca914c8c58993f41181f89e212b27,4178,Ape
1498234888,Assign,0x0000000000000000000000000000000000000000,0x585f98cf291f081405412edafcf471d19003ca9c,4464,Ape
1602165862,PunkTransfer,0x585f98cf291f081405412edafcf471d19003ca9c,0x33eaaee9d0a6192d11bbb370aee0e5d22c3335b5,4464,Ape
1498235917,Assign,0x0000000000000000000000000000000000000000,0xc5d739a29e3f97b59ddb1d8f46aaa2e46496d462,5217,Ape
1500863419,PunkTransfer,0xc5d739a29e3f97b59ddb1d8f46aaa2e46496d462,0x0cea5bd314d5f476f8b1613af143a922844c4ca6,5217,Ape
1514329237,PunkBought,0x0cea5bd314d5f476f8b1613af143a922844c4ca6,0xf3860788d1597cecf938424baabe976fac87dc26,5217,Ape
1514518078,PunkTransfer,0xf3860788d1597cecf938424baabe976fac87dc26,0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,5217,Ape
1556503848,PunkTransfer,0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,0xe83c750b2708320bb134796c555b80df39a3d97b,5217,Ape
